,sha256,sha1,md5,dex_date,apk_size,pkg_name,vercode,vt_detection,vt_scan_date,dex_size,markets
6,0000049D8911607971A3336DE5CF36F4799D679D6BB9EF014CBFE73578A6E3EA,433307FF815B8BA4A88BC3EE3EC2C912FFBA063B,B03BEEAFB1975881F11395C4F5F6E2ED,1980-01-01 00:00:00,3161615,com.bmi.calculatorplus,11,0,2020-07-13 07:37:27,4000432,play.google.com
